user,location,text
Areizadiego101,,"#CadenaDeAfectosPorPetro Querido Gustavo, hoy es un día de suma importancia, no sólo para mí, sino para muchos. Dejamos en manos de la divinidad y  los grandiosos médicos cubanos tu salud, agradecemos de manera especial que sean ellos, quienes atiendan el estado en el que estas."
IMuchoHP,No soy de por aquí.,"#CadenaDeAfectosPorPetro Petro nunca será presidente, salu2."
LUISEROLAVE,"Chocó, Colombia","Este es un nuevo día, para empezar de nuevo!💪🏿✊🏿

Especial saludo a @petrogustavo
#CadenaDeAfectosPorPetro 🙏🏿"
ricardotellot,,"#CadenaDeAfectosPorPetro grande, Gustavo. Usted saldrá de esto."
cerfajardo,,#CadenaDeAfectosPorPetro y para adelante Gustavo
dimasmiguel02,,"#CadenaDeAfectosPorPetro porque es un visionario, humanista y de un pensamiento inclusivo!! Donde el anhelo de COLOMBIA. Es de todos y todas!!! #VamosPetro"
ERoblesF,,#CadenaDeAfectosPorPetro #cuidarnuestrosmedicoses hacer cumplir la ley estatutaria de salud contratando el personal sanitario (no mas tercerizacion) y obligando a ARL a dotarles de material de bioseguridad YA YA YA https://t.co/OU2IpHUUUt
mautosiglo21,colombia,Que todo salga bien #CadenaDeAfectosPorPetro
CantorWerner,,"La mafia narcoparamilitar que tiene secuestrado al Estado tiene de base la cultura del odio, la muerte y eliminación simbólica y física de la diferencia. El linchamiento y las campañas difamación contra @petrogustavo los puso de nuevo en evidencia
#CadenaDeAfectosPorPetro"
diegoderecho,,"Ojalá quede como popeye ese y se muera ese setenta grandísimo hijo de tres mil putas cizañero
#CadenaDeAfectosPorPetro"
Inti86,Planeta tierra,#CadenaDeAfectosPorPetro de esta  salimos juntos.
linamadisonn,Ciudad de México ,"Pronta recuperación para el senador @petrogustavo. Resistiendo venceremos 💪😊
#CadenaDeAfectosPorPetro https://t.co/XdzKR3mVsK"
jcjjcj,Colombia,"#CadenaDeAfectosPorPetro 
Bendita la vida de nuestro lider @petrogustavo. El es muy fuerte de cuerpo y mentalmente, volvera con nosotros. Fortaleza. https://t.co/lxl2thwLuJ"
maurobenavidesa,,Hago mucha fuerza para que le esté yendo bien a @petrogustavo en su cirugía y mejor aún en el posterior tratamiento. La democracia colombiana lo necesita #CadenaDeAfectosPorPetro
AndiherrerS,cartagena- colombia,Vamos lord Petrosky de esta salimos.. #CadenaDeAfectosPorPetro
kiyajot2020,,Vamos petrosky  #CadenaDeAfectosPorPetro todo va salir bien
andresa90858238,,"@GustavoBolivar @WRadioColombia #CadenaDeAfectosPorPetro tantá gente contagiada por el covid-19, algunas personas muriendo y ud haciendo cadena de oración por @petrogustavo acaso ese señor quien diablos es ?? Y si salió bn de su cirujia pues me alegro por el y ya . No sea tan cursi"
AndreaVanegasB2,"San Antonio, Chile","@GustavoBolivar @WRadioColombia #FuerzaPetroEstamosContigo #CadenaDeAfectosPorPetro 
Lo esperamos porque lo necesitamos 💟
@petrogustavo Fuerza!"
galloogp7,Colombia,"Lloraron porque Petro dijo que tiene cáncer...

Se indignan porque el Dr Fernando Sierra expresó que lo del cáncer de Petro es pura 💩...

Se indignan porque Patricia Janiot dice que lo mejor sería que Petro muestre resultados de biopsia...

Webones en #CadenaDeAfectosPorPetro"
narizam28,Colombia,"@WRadioColombia @GustavoBolivar @petrogustavo #CadenaDeAfectosPorPetro y yo sí espero🙏🏻que la cizaña, mala leche y malparidez de los odiadores (uribestias) se convierta en realidad y que @petrogustavo NO TENGA CÁNCER! https://t.co/440dI7KFGG"
mvallejo0213,"Miami, FL",@Andrea_Q23 @GustavoBolivar @WRadioColombia Gracias A Dios! Toda la CH con #FuerzaPetroEstamosContigo y en #CadenaDeAfectosPorPetro #UnaOracionPorPetro
DonBarbado,Colombia,"Espero le esté yendo bien a Petrico en su cirugía. 🙏

#CadenaDeAfectosPorPetro"
dianafer9,Colombia,"#CadenaDeAfectosPorPetro
Desde nuestra frontera Ipiales está contigo, los pueblos indígenas que te respetan, se unen en esta lucha, está batalla la ganamos. Este sur que siempre será nuestro norte. 
Fuerza, fuerza
Guardia, Guardia https://t.co/wOYIv5dOJq"
wilmanrua,Bello,#CadenaDeAfectosPorPetro mi apoyo y oraciones para su en pronta recuperación.
mvallejo0213,"Miami, FL",Gracias a Dios y #fuerzapetro #UnaOracionPorPetro # #CadenaDeAfectosPorPetro https://t.co/n1wLn9zeT5
Conyboncas2020,"Bogotá, D.C., Colombia",#CadenaDeAfectosPorPetro todo mi apoyo  por su salud y su persona.
oscarabeja,Bogota colombia,@AidaAvellaE Solidaridad entre guerrilleros? #CadenaDeAfectosPorPetro
MariaMelidaN,BogotaHumanaRecargada,"Gustavo Petro ya salió de la cirugía, todo salió bien, gracias... gracias... gracias!!! #CadenaDeAfectosPorPetro  #FuerzaPetroEstamosContigo https://t.co/8cNrbZPFUi"
MiguelA23265767,,#CadenaDeAfectosPorPetro vamos con toda!
OGalvisC,Colombia,"Gracias por ser el líder que nos guía, y nos enseña, un fuerte abrazo para ud, su hermosa esposa e hijos. Dios lo bendiga siempre!!!
#FuerzaPetro
#FierzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/JPBMwGCKDC"
manizalea,Bogota,"@GustavoBolivar @WRadioColombia Sea de Dios que todo salga bien
#UnaOracionPorPetro 
#FuerzaPetro 
#FuerzaPetroEstamosContigo 
#ColombiaConPetro
#CadenaDeAfectosPorPetro 
#colombiahumana"
Doris63700304,"Duitama, Colombia","@GustavoBolivar @WRadioColombia #CadenaDeAfectosPorPetro. Petro ha sido y será el más grande.
#FuerzaPetroEstamosContigo"
tribunalDiA,,"#CadenaDeAfectosPorPetro , porque las ideas nunca mueren. NADA DE NERVIOS GUS.

Saludos de sus amigos de siempre ; el GU de @Hail_Gu  ;)"
josegregorio115,Bogotá,Oramos por Petro y por su pronta recuperación #CadenaDeAfectosPorPetro
jbautista1505,,#CadenaDeAfectosPorPetro fuerza en su intervención!
GabrielJaimeAg7,"Medellín, Colombia",Petroñeros en cadena de oracion#CadenaDeAfectosPorPetro https://t.co/nIuB2HEecA
lamprea_adair,"Isla de Francia, Francia","Mis mejores oraciones y energía en estos momentos para tí y toda la familia. 
La primavera nos hace florecer! Hoy más que nunca nos florece ese amor a la vida por tí. 
Te esperamos pronto de regreso y con las mejores energías! 
#CadenaDeAfectosPorPetro 
#EnciendeUnaVelaPorLaVida https://t.co/D47FHXcub7"
TataB_T,"Bucaramanga, Santander","Fuerza y paciencia @petrogustavo #CadenaDeAfectosPorPetro
#FuerzaPetroEstamosContigo"
RaquelPazmino,,COLOMBIA te necesita ahora más que nunca #CadenaDeAfectosPorPetro
PortalOtraVoz,Colombia,"#UltimoMinuto
ATENCIÓN
#CadenaDeAfectosPorPetro
Senador @petrogustavo  acaba de salir de cirugía. 
A si lo confirma su colega @GustavoBolivar https://t.co/HVfHjLFIku"
RangPerez,Colombia,"Esto informa el senador @GustavoBolivar sobre la salud de @petrogustavo.
#CadenaDeAfectosPorPetro #FuerzaPetro #NoMasLey100 https://t.co/pTcDczsF7h"
Osneide03795901,,"Dios todo poderoso tome el control sobre su vida y le de pronta recuperación, es un líder de admirar. #CadenaDeAfectosPorPetro"
OGalvisC,Colombia,"Damos gracias a Dios, porque oye nuestras oraciones, él cuidará de todos nosotros. 🙏
#FueraPetro
#FuerzaPetroEstamosContigo
#CadenaDeAfectosPorPetro https://t.co/auFUtqxQ26"
dage_920,,@GustavoBolivar @WRadioColombia 🙏 Gracias a Dios y los médicos #FuerzaPetro #CadenaDeAfectosPorPetro  es un gran luchador!!
VillamizarEder,,@GustavoBolivar @WRadioColombia Vamos Petro!! #CadenaDeAfectosPorPetro
Fcomorales8011,"Valledupar, Colombia",#CadenaDeAfectosPorPetro con mucho afecto https://t.co/kGgEpiSvnu
RonXua_,"Soacha, Colombia","Fuerza senador, estamos con usted. 

#CadenaDeAfectosPorPetro"
MoisesAlvaro_,"Bogotá, D.C., Colombia","Con sonrisas y corazones.

Así, @petrogustavo ha recorrido el país entero para llenarlo de pasión por el cambio. Y así, con una sonrisa y desde nuestros corazones, deseamos su pronta recuperación.

#FuerzaPetroEstamosContigo
#FuerzaPetro
#CadenaDeAfectosPorPetro https://t.co/1q06iJ75Py"
Fcomorales8011,"Valledupar, Colombia",#CadenaDeAfectosPorPetro ahí le mando una serenata con todo el afecto https://t.co/V2k9h8XDJy
dianafer9,Colombia,"Desde el Pacífico de nuestro Nariño, nos unimos en #CadenaDeAfectosPorPetro por que soñamos en país en paz, una Colombia capaz de construir una justicia social para todos donde tú eres el eje fundamental. https://t.co/i4uBt9LvvT"
OLGALUCIATOQUIC,COLOMBIA,"ATENCIÓN
#CadenaDeAfectosPorPetro
Informa @GustavoBolivar Gustavo Petro acaba d salir de cirugía. Salió bien.
Se le practicó endoscopia con barrido de mucosa en la unión gastroesofágica para confirmar lesión tumoral. Mañana los resultados. Gracias por oraciones.Habla ya por la W"
DavidRacero,"Bogotá, Colombia  MAIS","@petrogustavo salió bien de la cirugía. Gracias a tod@s por sus oraciones y buenos mensajes cargados de fuerza y energía.
#CadenaDeAfectosPorPetro https://t.co/TMRZtDUt5O"
dage_920,,Gracias a todos por sus oraciones y buenas energías nuestro líder se encuentra bien. #FuerzaPetro #CadenaDeAfectosPorPetro
CantorWerner,,"Colombia es una narcodictadura que vive de la pandemia de la Corrupción y la violencia. El déficit de democracia se llena con más democracia.  @petrogustavo es fundamental para  transición hacia una era de paz, equidad social y garantía de derechos
#CadenaDeAfectosPorPetro"
americanotuvozm,,"@lcvelez @lafm #PicoYGeneroEs
 #CadenaDeAfectosPorPetro 
Necesitamos a Petro para que le siga callando la boca a periodistas de medio pelo. Cómo lo hizo con Velez aquí👇. Notan la cara de aculillado de Vélez?. https://t.co/VWljr7iW2i"
ClaudioMosque12,Condoto Chocó ,"Fuerza líder, mucho ánimo que se está salimos victorioso de la mano de Dios 👍🏿🙌🏿💪🏿 #CadenaDeAfectosPorPetro"
Asantewaanegra,Colombia,#CadenaDeAfectosPorPetro fuerza Petro el país te necesita.
totoluis65,colombia,"Fuerza petro..!!!
#CadenaDeAfectosPorPetro https://t.co/MfVRo5wyRY"
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

Afectos de la Juventud https://t.co/PHMoCKgwX9"
anaescobar18,,#CadenaDeAfectosPorPetro  con el favor de Dios todo va a estar bien 🙏🙏🙏
CarboneroJuan1,,"Por supuesto que me uno a la  #CadenaDeAfectosPorPetro
Necesitamos líderes así,  que piensen, que lean, que sean abiertos,  que estén en contactos con ideas nuevas.
Que entiendan que los líderes lo que hacen es ver primero lo que otros no han visto."
deibisd,,"#CadenaDeAfectosPorPetro 
#fuerzapetro 
En este momento, millones de colombianos reales, vivitos y coleando, estamos con usted mandándole toda la energía y el apoyo.

Usted es un hombre fuerte y sabemos que saldrá de esta más fortalecido.

Lo necesitamos para la pela del 2022"
calvano_rico,"Barranquilla, Colombia","#CadenaDeAfectosPorPetro ha salido de cirugía exitosamente.
Los resultados los darán mañana @GustavoBolivar ."
maurosanchezz1,"Bogotá, Neiva, Colombia",Mucha Fuerza Gustavo Petro en su intervención @petrogustavo #CadenaDeAfectosPorPetro
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

COLOMBIA NECESITA UNA TRANSFORMACIÓN REAL https://t.co/EwcQBDogYE"
soyexcomulgado,,@CoHumanaLondres @petrogustavo @GustavoBolivar @MirtaOFil @RichardKuintako @HOLLMANMORRIS #CadenaDeAfectosPorPetro el COVID -19 le estaba quitando protagonismo y se inventó un cáncer para manipular a sus mascotas!!!!
EdwinCharry,,"Compañero.
#FuerzaPetro
#CadenaDeAfectosPorPetro https://t.co/6QmWr0BdtV"
GA_Jaramillo,"Ibagué, Colombia",Nos informan que @petrogustavo acaba de salir de cirugía y qué todo salió bien. Esperamos una pronta recuperación y deseamos que los resultados que saldrán mañana sean satisfactorios. #CadenaDeAfectosPorPetro #FuerzaPetro
blogpaisbizarro,Colombia,"Me pregunto qué sentirán los asesinos, secuestradores, traficantes de cocaína, violadores de niños, cobramasacres, universicarios y lambones uribistas que llevan a cabo la #CadenaDeAfectosPorPetro. La maldad es más horrible disfrazada de ternura y generosidad."
OGalvisC,Colombia,"#CadenaDeAfectosPorPetro
Estás en manos de Dios.
#FuerzaPetro https://t.co/yaTy4wYSQo"
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

Afectos por la Colombia Humana https://t.co/VLtACwd85A"
pajon_lauraR,,"@ColBolivariana Petro es y seguirá siendo un luchador, #CadenaDeAfectosPorPetro"
edithna2203,,Desde Antioquia  #CadenaDeAfectosPorPetro
OlgaLugol,"Bogotá, D.C., Colombia",@GustavoBolivar @WRadioColombia #CadenaDeAfectosPorPetro #FuerzaPetro pronta recuperación!! https://t.co/fl0ioU97OG
Noleft80,,Ya por fin se murió ese HIJUEPUTA????? Ojalá. #CadenaDeAfectosPorPetro
aurocar26,,Dios lo proteja. #CadenaDeAfectosPorPetro
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
Nosotros le necesitamos https://t.co/QEiwinqHQx"
telatiroplenap1,"Barranquilla, Colombia","Cuál papel quieres ocupar en esta película?
#NoMasLey100
#cuidarnuestrosmedicoses #Covid_19 #protagonosta #antagonista #actor #vida #pelicula #CadenaDeAfectosPorPetro #AbrilDeVictoriaPopular https://t.co/zutol1pcxO"
lu_marsamar,,#CadenaDeAfectosPorPetro  #FuerzaPetro  Toda la energía positiva para una pronta recuperación.  Colombia te necesita https://t.co/EtLAOSOeNs
EProx123,"Bogotá, D.C., Colombia.","Hoy es la intervención quirúrgica de @Petrogustavo, hagamos #CadenaDeAfectosPorPetro, porque ese hombre es simplemente necesario para el pais.
Hoy será un día de agobio, pero tenemos fe en Dios de sobra, que sea su voluntad quitarle eso o tenerlo así.
Amén."
CoHumanaLondres,"London, England","#CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo Fuerza @petrogustavo que Colombia te espera para cambiar el platanal, la “banana republic”, por una Colombia humana y libre. Adelante siempre, ni un paso atrás.... @GustavoBolivar @MirtaOFil @RichardKuintako @HOLLMANMORRIS https://t.co/RqoFwct8iF"
alejoocampog,Cali,"Toda la energía y mis mejores deseos para ti @petrogustavo vamos pa lante que el futuro es nuestro, los vientos de cambio soplan en COLOMBIA #CadenaDeAfectosPorPetro"
jachingate,"Bogotá, Colombia","#CadenaDeAfectosPorPetro por su pronta recuperación, #Colombia lo necesita..."
Carolina_Santa_,Colombia,"La lucha continuará en manos del mejor líder democrático que ha tenido Colombia en el siglo XXI.

#CadenaDeAfectosPorPetro #FuerzaPetroEstamosContigo #FuerzaPetro"
Carolina_Santa_,Colombia,"De todo corazón espero que nuestro legítimo presidente le salga bien su procedimiento. #FuerzaPetroEstamosContigo
#FuerzaPetro
#CadenaDeAfectosPorPetro"
BoliBolodo,Colombia,"Te esperamos Petro , para que sigas denunciando corruptos ,y aportando soluciones abran afligido país.! #CadenaDeAfectosPorPetro"
CamiloAng2801,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
Esperemos que haya salido avante de la operación y que la lesión cancerosa haya Sido removida.
Hay Petro para rato 
#FuerzaPetroEstamosContigo"
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
LO NECESITAMOS PARA Q NOS DEFIENDA DEL
NARCOESTADO
DE LA PLUTOCRACIA
DE LA CLEPTOCRACIA
DE LA MAFIA
DEL NEFASTO NEOLIBERALISMO https://t.co/CYD8fpg9RQ"
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro

Afectos para q ayude a proteger nuestros hermanos https://t.co/Ls9u93G4hK"
AlixiaLesmes,Bogotá,#CadenaDeAfectosPorPetro soy atea pero hoy rezo por vos a querido Señor Presidente https://t.co/Rwh2fKNCpd
YoRobotErgoSum,,"#CadenaDeAfectosPorPetro
No estoy seguro si somos más, lo que sí estoy seguro es que somos honestos en nuestros deseos de salud para @petrogustavo Y eso tiene mucha fuerza.
#FelizLunes"
hersilia_rueda,,Toda la buena energía por el bienestar de nuestro gran lider#CadenaDeAfectosPorPetro
GustavoBolivar,"Escritor,empresario, demócrata","ATENCIÓN
#CadenaDeAfectosPorPetro
Informo q Gustavo Petro acaba d salir de cirugía. Salió bien.
Se le practicó endoscopia con barrido de mucosa en la unión gastroesofágica para confirmar lesión tumoral. Mañana los resultados. Gracias por oraciones.
Hablo ya por @WRadioColombia"
JoseNorbertoCa1,"Bogotá, D.C., Colombia","#CadenaDeAfectosPorPetro
Toda Colombia le necesita para la transformación d Colombia https://t.co/M8FN3VLNeg"
javierarc35,,"#CadenaDeAfectosPorPetro
Hoy la fe  la fuerza  la energía el poder y confianza que llevamos dentro está focalizada para que todo salga bien.
De esta salimos con victoria #fuerzapetro"
ElBrayan0777,Colombia ,#CadenaDeAfectosPorPetro ya le hice una oración al Señor de la Divina Misericordia para que nuestro Petro sane rápidamente y lo tengamos nuevamente en la lucha que necesitamos en este país. #FuerzaPetro @petrogustavo
Eforbe28,"Santa Marta, Colombia","@HOLLMANMORRIS desde Santa Marta, una oración por la salud de Gustavo Petro. COLOMBIA te necesita: te esperamos más fuerte, más lúcido, más combativo y más consciente de tu compromiso por la patria 
#CadenaDeAfectosPorPetro"
YuliAnaRR1,,"#CadenaDeAfectosPorPetro Petro, te admiro y te apoyo. Eres un hombre valiente, fuerte, inteligente, entregado por su causa que es la justicia para su pueblo. Has luchado mucho toda tu vida y mereces la presidencia.
#EstamosContigoPetro
#FuerzaPetro"
